#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   1   2  4.4e-193  9.7e-192  638.0   2.2     1   430    22   521    22   522 0.91 -
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   2   2  3.3e-132  7.4e-131  436.9   0.6   430   659   547   788   538   788 0.96 -
scaffold_4:27623771-27625486  -            572 21465at71240         -            659   5.4e-98  328.3  19.7   3   5   4.3e-23   9.5e-22   76.3   1.7   510   639   227   357   223   357 0.93 -
scaffold_4:27623771-27625486  -            572 21465at71240         -            659   5.4e-98  328.3  19.7   4   5   1.8e-28     4e-27   94.1   1.4   191   320   356   485   353   492 0.97 -
scaffold_4:27623771-27625486  -            572 21465at71240         -            659   5.4e-98  328.3  19.7   5   5     2e-11   4.4e-10   37.8   0.1   566   642   494   569   483   572 0.91 -
scaffold_10:16954610-16953081 -            510 21465at71240         -            659   1.2e-97  327.1   9.0   1   5     2e-14   4.3e-13   47.7   0.0   502   642     5   151     2   152 0.84 -
scaffold_10:16954610-16953081 -            510 21465at71240         -            659   1.2e-97  327.1   9.0   2   5   1.5e-22   3.3e-21   74.5   0.0   187   312   105   233   104   236 0.95 -
scaffold_10:16954610-16953081 -            510 21465at71240         -            659   1.2e-97  327.1   9.0   3   5     8e-23   1.8e-21   75.4   0.1   500   636   148   285   147   287 0.96 -
scaffold_10:16954610-16953081 -            510 21465at71240         -            659   1.2e-97  327.1   9.0   4   5     8e-22   1.8e-20   72.1   0.0   188   287   249   348   248   352 0.81 -
scaffold_10:16954610-16953081 -            510 21465at71240         -            659   1.2e-97  327.1   9.0   5   5   2.4e-27   5.4e-26   90.4   0.2   188   343   354   509   345   510 0.95 -
scaffold_5:8868869-8870506    -            546 21465at71240         -            659   5.3e-97  325.0  17.7   1   5   7.2e-31   1.6e-29  102.0   0.3   476   639    16   180     2   180 0.94 -
scaffold_5:8868869-8870506    -            546 21465at71240         -            659   5.3e-97  325.0  17.7   2   5   9.3e-35   2.1e-33  114.9   0.3   187   359   105   277   105   280 0.98 -
scaffold_5:8868869-8870506    -            546 21465at71240         -            659   5.3e-97  325.0  17.7   3   5   1.1e-22   2.5e-21   74.9   0.1   187   317   245   375   239   380 0.96 -
scaffold_5:8868869-8870506    -            546 21465at71240         -            659   5.3e-97  325.0  17.7   4   5   3.3e-13   7.3e-12   43.7   0.2   187   272   387   472   377   474 0.89 -
scaffold_5:8868869-8870506    -            546 21465at71240         -            659   5.3e-97  325.0  17.7   5   5   2.1e-09   4.6e-08   31.1   0.1   571   643   464   534   463   546 0.83 -
scaffold_7:4100169-4098661    -            503 21465at71240         -            659   7.9e-97  324.4  15.4   1   4   4.5e-15   9.9e-14   49.8   0.2   190   290     3   103     1   104 0.94 -
scaffold_7:4100169-4098661    -            503 21465at71240         -            659   7.9e-97  324.4  15.4   2   4   1.8e-27   4.1e-26   90.8   0.2   520   640    96   217    96   219 0.96 -
scaffold_7:4100169-4098661    -            503 21465at71240         -            659   7.9e-97  324.4  15.4   3   4   1.1e-31   2.5e-30  104.7   1.5   500   643   216   360   213   366 0.97 -
scaffold_7:4100169-4098661    -            503 21465at71240         -            659   7.9e-97  324.4  15.4   4   4   6.1e-30   1.4e-28   98.9   0.5   499   643   355   500   353   502 0.94 -
scaffold_12:12700335-12690407 -            624 21465at71240         -            659   1.1e-96  323.9   4.0   1   4   1.9e-25   4.1e-24   84.1   0.0   188   366     6   184     5   184 0.96 -
scaffold_12:12700335-12690407 -            624 21465at71240         -            659   1.1e-96  323.9   4.0   2   4     3e-35   6.7e-34  116.5   0.2   180   365   134   323   124   325 0.92 -
scaffold_12:12700335-12690407 -            624 21465at71240         -            659   1.1e-96  323.9   4.0   3   4     9e-17     2e-15   55.4   0.0   187   286   320   419   316   425 0.86 -
scaffold_12:12700335-12690407 -            624 21465at71240         -            659   1.1e-96  323.9   4.0   4   4     2e-27   4.3e-26   90.7   0.1   183   371   436   624   422   624 0.94 -
scaffold_10:688327-690270     -            648 21465at71240         -            659   4.3e-96  322.0  20.4   1   5   1.1e-35   2.3e-34  118.0   0.8   164   372    43   256    38   265 0.95 -
scaffold_10:688327-690270     -            648 21465at71240         -            659   4.3e-96  322.0  20.4   2   5   8.1e-19   1.8e-17   62.2   0.3   503   631   254   383   251   387 0.87 -
scaffold_10:688327-690270     -            648 21465at71240         -            659   4.3e-96  322.0  20.4   3   5   2.1e-23   4.6e-22   77.4   0.6   529   639   386   496   383   496 0.96 -
scaffold_10:688327-690270     -            648 21465at71240         -            659   4.3e-96  322.0  20.4   4   5   5.4e-15   1.2e-13   49.6   0.1   541   628   468   555   468   561 0.96 -
scaffold_10:688327-690270     -            648 21465at71240         -            659   4.3e-96  322.0  20.4   5   5     5e-12   1.1e-10   39.7   0.1   189   273   563   647   559   648 0.96 -
scaffold_13:7490201-7491895   -            565 21465at71240         -            659   8.1e-96  321.1   4.8   1   5   5.3e-11   1.2e-09   36.4   0.0   189   289     2   107     1   108 0.89 -
scaffold_13:7490201-7491895   -            565 21465at71240         -            659   8.1e-96  321.1   4.8   2   5   7.8e-20   1.7e-18   65.5   0.0   221   324   108   211   106   213 0.95 -
scaffold_13:7490201-7491895   -            565 21465at71240         -            659   8.1e-96  321.1   4.8   3   5     2e-17   4.4e-16   57.6   0.2   222   323   213   314   209   319 0.96 -
scaffold_13:7490201-7491895   -            565 21465at71240         -            659   8.1e-96  321.1   4.8   4   5   1.1e-35   2.4e-34  117.9   0.1   188   360   284   458   284   460 0.97 -
scaffold_13:7490201-7491895   -            565 21465at71240         -            659   8.1e-96  321.1   4.8   5   5   3.7e-19   8.3e-18   63.3   0.2   187   288   460   561   457   564 0.98 -
scaffold_8:21535109-21533043  -            689 21465at71240         -            659   1.7e-95  320.0   3.4   1   4   7.2e-21   1.6e-19   69.0   0.0   186   316   111   241    94   251 0.89 -
scaffold_8:21535109-21533043  -            689 21465at71240         -            659   1.7e-95  320.0   3.4   2   4   1.9e-30   4.3e-29  100.6   0.1   188   353   254   418   245   423 0.96 -
scaffold_8:21535109-21533043  -            689 21465at71240         -            659   1.7e-95  320.0   3.4   3   4   3.1e-31   6.9e-30  103.2   0.1   476   639   373   537   371   541 0.95 -
scaffold_8:21535109-21533043  -            689 21465at71240         -            659   1.7e-95  320.0   3.4   4   4   3.5e-21   7.9e-20   70.0   0.0   187   339   532   684   531   689 0.96 -
scaffold_1:43218145-43220759  -            844 21465at71240         -            659   5.2e-95  318.4  10.3   1   6      0.49        11    3.4   0.0    25    93    28   101     6   110 0.67 -
scaffold_1:43218145-43220759  -            844 21465at71240         -            659   5.2e-95  318.4  10.3   2   6   5.8e-11   1.3e-09   36.2   0.0   238   362   131   258   110   260 0.90 -
scaffold_1:43218145-43220759  -            844 21465at71240         -            659   5.2e-95  318.4  10.3   3   6     4e-33     9e-32  109.5   0.3   188   375   259   453   257   460 0.92 -
scaffold_1:43218145-43220759  -            844 21465at71240         -            659   5.2e-95  318.4  10.3   4   6     5e-27   1.1e-25   89.3   0.1   193   358   446   611   444   617 0.96 -
scaffold_1:43218145-43220759  -            844 21465at71240         -            659   5.2e-95  318.4  10.3   5   6   3.2e-19     7e-18   63.5   0.0   500   639   626   766   622   769 0.96 -
scaffold_1:43218145-43220759  -            844 21465at71240         -            659   5.2e-95  318.4  10.3   6   6   1.7e-06   3.8e-05   21.5   0.1   202   277   767   839   764   843 0.74 -
scaffold_360:11130-13391      -            754 21465at71240         -            659   8.1e-95  317.8  22.4   1   6      0.06       1.3    6.5   0.2   278   356    22   101     9   103 0.48 -
scaffold_360:11130-13391      -            754 21465at71240         -            659   8.1e-95  317.8  22.4   2   6   3.7e-23   8.3e-22   76.5   0.2   475   636    87   249    68   251 0.96 -
scaffold_360:11130-13391      -            754 21465at71240         -            659   8.1e-95  317.8  22.4   3   6   1.1e-27   2.3e-26   91.6   0.3   220   361   245   386   241   390 0.95 -
scaffold_360:11130-13391      -            754 21465at71240         -            659   8.1e-95  317.8  22.4   4   6   2.2e-27     5e-26   90.5   3.3   485   642   377   535   374   536 0.90 -
scaffold_360:11130-13391      -            754 21465at71240         -            659   8.1e-95  317.8  22.4   5   6   6.6e-16   1.5e-14   52.6   0.1   223   318   528   624   525   627 0.90 -
scaffold_360:11130-13391      -            754 21465at71240         -            659   8.1e-95  317.8  22.4   6   6   1.2e-08   2.7e-07   28.6   0.1   213   292   624   703   616   735 0.91 -
scaffold_95:239179-240714     -            512 21465at71240         -            659   1.9e-94  316.6  22.8   1   5   8.9e-26     2e-24   85.2   0.1   211   361    23   173     3   175 0.92 -
scaffold_95:239179-240714     -            512 21465at71240         -            659   1.9e-94  316.6  22.8   2   5   1.6e-22   3.6e-21   74.4   0.5   533   639   178   284   174   284 0.98 -
scaffold_95:239179-240714     -            512 21465at71240         -            659   1.9e-94  316.6  22.8   3   5   2.1e-24   4.6e-23   80.7   0.2   534   639   284   389   283   389 0.99 -
scaffold_95:239179-240714     -            512 21465at71240         -            659   1.9e-94  316.6  22.8   4   5   1.2e-19   2.6e-18   65.0   0.4   539   643   359   463   359   465 0.98 -
scaffold_95:239179-240714     -            512 21465at71240         -            659   1.9e-94  316.6  22.8   5   5   6.6e-17   1.5e-15   55.9   1.5   532   647   387   506   387   511 0.76 -
scaffold_6:2902056-2900194    -            621 21465at71240         -            659   2.1e-94  316.4   7.7   1   4   1.1e-31   2.5e-30  104.7   0.1   196   374    59   237    38   238 0.90 -
scaffold_6:2902056-2900194    -            621 21465at71240         -            659   2.1e-94  316.4   7.7   2   4   3.2e-19   7.2e-18   63.5   0.0   213   325   216   328   216   330 0.93 -
scaffold_6:2902056-2900194    -            621 21465at71240         -            659   2.1e-94  316.4   7.7   3   4   5.3e-36   1.2e-34  119.0   1.0   184   358   327   502   319   505 0.95 -
scaffold_6:2902056-2900194    -            621 21465at71240         -            659   2.1e-94  316.4   7.7   4   4   2.7e-14     6e-13   47.2   0.0   181   292   496   611   495   621 0.91 -
scaffold_8:26271959-26273758  -            600 21465at71240         -            659   2.4e-94  316.2  16.0   1   5      0.77        17    2.8   0.0   204   272   143   211   128   217 0.78 -
scaffold_8:26271959-26273758  -            600 21465at71240         -            659   2.4e-94  316.2  16.0   2   5   1.1e-24   2.4e-23   81.6   1.4   208   360   217   368   204   369 0.94 -
scaffold_8:26271959-26273758  -            600 21465at71240         -            659   2.4e-94  316.2  16.0   3   5   1.1e-29   2.4e-28   98.1   0.4   218   374   296   452   291   453 0.97 -
scaffold_8:26271959-26273758  -            600 21465at71240         -            659   2.4e-94  316.2  16.0   4   5   4.5e-27     1e-25   89.5   0.2   187   318   370   501   368   502 0.99 -
scaffold_8:26271959-26273758  -            600 21465at71240         -            659   2.4e-94  316.2  16.0   5   5   3.3e-24   7.2e-23   80.0   0.1   191   339   444   589   440   595 0.92 -
scaffold_7:4123796-4125103    -            436 21465at71240         -            659     6e-94  314.9  18.2   1   5   5.5e-30   1.2e-28   99.1   0.9   208   369    37   199    12   200 0.89 -
scaffold_7:4123796-4125103    -            436 21465at71240         -            659     6e-94  314.9  18.2   2   5   1.3e-23   2.9e-22   78.1   0.1   526   643   119   234   112   234 0.94 -
scaffold_7:4123796-4125103    -            436 21465at71240         -            659     6e-94  314.9  18.2   3   5   2.1e-15   4.7e-14   50.9   0.2   199   288   202   291   199   292 0.91 -
scaffold_7:4123796-4125103    -            436 21465at71240         -            659     6e-94  314.9  18.2   4   5   1.2e-28   2.7e-27   94.7   0.1   500   637   265   403   265   404 0.93 -
scaffold_7:4123796-4125103    -            436 21465at71240         -            659     6e-94  314.9  18.2   5   5   7.8e-10   1.7e-08   32.5   0.1   223   288   366   431   366   436 0.77 -
scaffold_12:12386773-12388263 -            497 21465at71240         -            659   7.3e-94  314.6   5.4   1   4   3.5e-22   7.7e-21   73.3   0.0   180   304    62   186     2   188 0.74 -
scaffold_12:12386773-12388263 -            497 21465at71240         -            659   7.3e-94  314.6   5.4   2   4   5.1e-29   1.1e-27   95.9   0.0   180   367    62   249    55   249 0.96 -
scaffold_12:12386773-12388263 -            497 21465at71240         -            659   7.3e-94  314.6   5.4   3   4   9.2e-34     2e-32  111.6   1.2   174   362   194   384   188   386 0.93 -
scaffold_12:12386773-12388263 -            497 21465at71240         -            659   7.3e-94  314.6   5.4   4   4   5.2e-17   1.2e-15   56.2   0.0   187   297   384   494   381   497 0.86 -
scaffold_7:3373972-3372485    -            496 21465at71240         -            659     1e-92  310.8  14.2   1   4   1.7e-22   3.9e-21   74.3   0.4   187   323    16   153     3   156 0.92 -
scaffold_7:3373972-3372485    -            496 21465at71240         -            659     1e-92  310.8  14.2   2   4   1.7e-26   3.7e-25   87.6   2.7   525   643   152   271   149   277 0.95 -
scaffold_7:3373972-3372485    -            496 21465at71240         -            659     1e-92  310.8  14.2   3   4   8.6e-33   1.9e-31  108.4   0.1   500   639   267   407   266   407 0.95 -
scaffold_7:3373972-3372485    -            496 21465at71240         -            659     1e-92  310.8  14.2   4   4   2.1e-17   4.6e-16   57.5   0.1   567   643   405   481   404   493 0.95 -
scaffold_3:11071975-11069822  -            718 21465at71240         -            659   1.1e-92  310.7   9.7   1   5   4.7e-19     1e-17   63.0   0.2   195   360   126   291   113   293 0.89 -
scaffold_3:11071975-11069822  -            718 21465at71240         -            659   1.1e-92  310.7   9.7   2   5   1.7e-13   3.8e-12   44.6   0.0   187   267   293   373   287   373 0.96 -
scaffold_3:11071975-11069822  -            718 21465at71240         -            659   1.1e-92  310.7   9.7   3   5     8e-22   1.8e-20   72.1   0.1   187   291   363   467   362   469 0.98 -
scaffold_3:11071975-11069822  -            718 21465at71240         -            659   1.1e-92  310.7   9.7   4   5   1.8e-32     4e-31  107.3   0.4   188   367   469   648   467   648 0.98 -
scaffold_3:11071975-11069822  -            718 21465at71240         -            659   1.1e-92  310.7   9.7   5   5   3.3e-12   7.2e-11   40.4   0.0   188   259   644   715   642   717 0.81 -
